,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03277306934167249,0.0,0.08073734277593311,0.09128709291752768,0.03277306934167249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327730693416725,0.0,0.04554200340426488,0.06804138174397717,0.0894427190999916,0.062063289083417524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
