,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.3666666666666671,1.8666666666666674,1.466666666666667,2.0000000000000004,1.6666666666666674,1.4666666666666672,1.9333333333333342,1.633333333333334,1.5000000000000007,1.600000000000001,1.8666666666666678,1.7000000000000008,1.7666666666666675,1.6333333333333337,1.9666666666666677,1.6666666666666674,1.7000000000000006,1.9666666666666672,1.6333333333333344,1.6000000000000003,1.633333333333334,1.5000000000000004,1.5000000000000007,1.5666666666666678,1.7666666666666675,1.9666666666666675,1.9333333333333336,1.8333333333333344,1.533333333333334,1.6333333333333337
1,2.9333333333333336,4.266666666666667,4.333333333333334,4.366666666666667,4.0666666666666655,5.299999999999999,5.2666666666666675,6.6,6.866666666666666,5.266666666666668,6.733333333333334,5.833333333333333,6.566666666666666,7.566666666666666,6.633333333333332,7.8999999999999995,6.866666666666665,7.333333333333334,6.933333333333334,7.5,7.266666666666666,7.833333333333333,9.399999999999995,8.1,9.033333333333331,9.6,9.933333333333334,8.8,9.600000000000001,9.433333333333335
2,15.7,28.200000000000003,22.23333333333334,27.133333333333333,30.76666666666667,31.233333333333334,36.46666666666666,43.300000000000004,50.96666666666667,41.199999999999996,47.46666666666666,52.93333333333334,61.13333333333334,61.86666666666667,65.63333333333333,73.03333333333333,77.26666666666664,82.56666666666669,80.06666666666668,97.93333333333337,93.66666666666669,89.66666666666664,122.53333333333333,103.5,125.63333333333334,125.2666666666667,144.96666666666667,131.00000000000003,147.93333333333334,138.33333333333331
3,2.1333333333333337,4.2,2.6000000000000005,3.0000000000000004,3.1666666666666674,3.400000000000001,4.233333333333333,4.233333333333334,4.7333333333333325,3.8000000000000003,5.166666666666667,5.433333333333334,5.266666666666667,5.6000000000000005,5.2,6.700000000000001,5.7,5.8999999999999995,5.399999999999999,7.666666666666666,6.200000000000001,6.100000000000002,8.866666666666664,6.366666666666666,8.166666666666666,7.900000000000001,9.466666666666667,7.500000000000002,8.999999999999998,8.066666666666665
4,11.866666666666665,23.800000000000004,17.53333333333334,20.83333333333334,26.366666666666664,23.733333333333327,31.166666666666664,35.33333333333333,42.63333333333333,35.266666666666666,41.33333333333333,49.06666666666667,53.46666666666667,52.03333333333333,56.90000000000001,65.19999999999999,65.13333333333333,71.16666666666667,71.06666666666666,85.70000000000002,81.46666666666668,81.30000000000001,114.99999999999999,90.03333333333336,104.20000000000003,115.19999999999996,133.0333333333333,117.06666666666666,133.03333333333333,129.26666666666665
5,4.200000000000001,5.533333333333333,4.500000000000001,5.966666666666668,5.166666666666666,4.733333333333334,5.9,5.333333333333334,4.933333333333333,5.466666666666667,6.033333333333333,5.533333333333332,6.000000000000001,5.366666666666667,6.333333333333333,5.333333333333334,5.500000000000002,6.366666666666666,5.299999999999997,5.233333333333334,5.466666666666665,5.100000000000002,5.066666666666668,5.000000000000002,5.8,6.233333333333333,6.366666666666668,5.966666666666665,5.499999999999999,5.366666666666668
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2.8333333333333344,3.666666666666667,3.033333333333334,3.966666666666668,3.633333333333335,3.366666666666667,4.1000000000000005,3.800000000000002,3.4333333333333353,4.000000000000002,4.233333333333335,3.8333333333333344,4.333333333333335,3.7333333333333343,4.500000000000002,3.7333333333333347,3.866666666666668,4.400000000000002,3.6666666666666687,3.7333333333333343,3.9333333333333345,3.6666666666666674,3.800000000000001,3.4333333333333353,4.033333333333334,4.2666666666666675,4.433333333333334,4.233333333333335,4.166666666666667,3.7333333333333343
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
