u,v,weight
8328230540,17406013023,2.6390573306152594
9531470088,13101393737,2.6390573306152594
9591465489,23504245360,2.6390573306152594
9672305859,17344312956,1.945910150055314
9672305859,17526881753,2.6390573306152594
9776644478,17365352671,2.6390573306152594
9796911379,17406013023,2.6390573306152594
9837582342,15996936992,1.945910150055314
9837582342,17547217898,1.2527629694953686
9837644142,17365352671,2.6390573306152594
9878633226,17406013023,1.945910150055314
10000777097,22057292054,1.2527629694953686
11142627112,17344312956,2.6390573306152594
11203946432,16181676328,1.945910150055314
11224344616,16181676328,1.945910150055314
11244743074,16181676328,2.6390573306152594
11265144438,16181676328,2.6390573306152594
11283837230,15832794495,2.6390573306152594
11304110254,15832794495,1.945910150055314
11347187762,13101393737,2.6390573306152594
11385700834,15832794495,2.6390573306152594
11387985335,17365352671,1.945910150055314
11387986798,20710180340,2.6390573306152594
11388112553,17406013023,2.6390573306152594
11406104184,15832794495,1.945910150055314
11406104184,15853134108,2.6390573306152594
11406104184,16017207990,1.945910150055314
11406162075,15832794495,1.945910150055314
11408191976,15832794495,2.6390573306152594
11409018714,14673535780,2.6390573306152594
11426688959,15832794495,1.945910150055314
11447096055,17547217898,2.6390573306152594
11447156371,16058071362,1.945910150055314
11467622988,16057945320,1.945910150055314
11551050891,13101393737,1.5404450419471494
11612247613,14673535780,2.6390573306152594
11671991039,20710180340,2.6390573306152594
11674905532,13102661839,1.5404450419471494
11674905532,13143463889,1.5404450419471494
11735533410,14673535780,2.6390573306152594
12550430099,14528065967,1.945910150055314
12653498169,14673535780,1.5404450419471494
12711976696,15832794495,2.6390573306152594
12713362871,16181676328,2.6390573306152594
12714888393,14673535780,2.6390573306152594
12733952289,16181676328,1.945910150055314
12734339325,17731698020,2.6390573306152594
12754222588,16181676328,2.6390573306152594
12754602485,17547217898,2.6390573306152594
12754940400,17406013023,2.6390573306152594
12772850852,15832794495,2.6390573306152594
12774684046,16181676328,1.945910150055314
12774685399,16181676328,2.6390573306152594
12774685840,16181676328,1.5404450419471494
12775205122,17406013023,2.6390573306152594
12775469006,17365352671,1.945910150055314
12793186444,15832794495,2.6390573306152594
12815611402,13101393737,2.6390573306152594
12815934210,17406013023,2.6390573306152594
12815934873,17406013023,2.6390573306152594
12836456253,12836468517,2.6390573306152594
12836468517,12856861968,1.5404450419471494
12836468517,12856862489,1.945910150055314
12836468517,13060848994,1.945910150055314
12836468517,14264538929,1.945910150055314
12836468517,14325284162,1.0296194181811589
12836468517,14325534272,2.6390573306152594
12836468517,14325540818,1.945910150055314
12836468517,14325546866,2.6390573306152594
12836468517,14325610278,2.6390573306152594
12836468517,14325611397,2.6390573306152594
12836468517,14325611975,2.6390573306152594
12836468517,14345811115,1.945910150055314
12836468517,14345937573,2.6390573306152594
12836468517,14366335028,2.6390573306152594
12836468517,14366402028,2.6390573306152594
12836468517,14366408553,2.6390573306152594
12836468517,14366413638,2.6390573306152594
12836468517,14366794511,2.6390573306152594
12836468517,15752974209,1.5404450419471494
12836468517,15753559044,1.945910150055314
12836468517,15794926715,2.6390573306152594
12836468517,15814562011,2.6390573306152594
12836468517,15814624299,1.945910150055314
12836468517,15814742193,2.6390573306152594
12836468517,15814759980,2.6390573306152594
12836468517,15815017201,2.6390573306152594
12836468517,15815018963,1.945910150055314
12836468517,15815198003,1.945910150055314
12836468517,15835148328,2.6390573306152594
12836468517,15835149442,2.6390573306152594
12836468517,15835158399,2.6390573306152594
12836468517,15835211737,2.6390573306152594
12836468517,15835218428,2.6390573306152594
12836468517,15835343416,2.6390573306152594
12836468517,15835350047,2.6390573306152594
12836468517,15835528966,2.6390573306152594
12836468517,15855485341,2.6390573306152594
12836468517,15855548658,2.6390573306152594
12836468517,15855550341,2.6390573306152594
12836468517,15855611832,2.6390573306152594
12836468517,15855615011,1.0296194181811589
12836468517,15855616175,2.6390573306152594
12836468517,15855616286,2.6390573306152594
12836468517,15855616586,1.945910150055314
12836468517,15855682663,2.6390573306152594
12836468517,15855684131,2.6390573306152594
12836468517,15855685133,1.945910150055314
12836468517,15855685847,2.6390573306152594
12836468517,15875883044,1.2527629694953686
12836468517,15875950500,2.6390573306152594
12836468517,15876012622,2.6390573306152594
12836468517,15896340759,1.945910150055314
12836468517,15896340867,2.6390573306152594
12836468517,15896341065,2.6390573306152594
12836468517,15896479514,2.6390573306152594
12836468517,15917758769,2.6390573306152594
12836468517,17283042918,2.6390573306152594
12836468517,17344624397,2.6390573306152594
12836468517,17344639709,2.6390573306152594
12836468517,17344641718,1.945910150055314
12836468517,17344705876,2.6390573306152594
12836468517,17344896300,2.6390573306152594
12836468517,17365027432,2.6390573306152594
12836468517,17365028035,2.6390573306152594
12836468517,17365028140,2.6390573306152594
12836468517,17365032834,2.6390573306152594
12836468517,17365147728,2.6390573306152594
12836468517,17365159601,2.6390573306152594
12836468517,17385420222,2.6390573306152594
12836468517,17385483014,2.6390573306152594
12836468517,17385485551,2.6390573306152594
12836468517,17385485818,2.6390573306152594
12836468517,17385485897,2.6390573306152594
12836468517,17385486290,2.6390573306152594
12836468517,17385547977,2.6390573306152594
12836468517,17385548139,2.6390573306152594
12836468517,17385548551,2.6390573306152594
12836468517,17385554022,2.6390573306152594
12836468517,17385609470,2.6390573306152594
12836468517,17385616590,2.6390573306152594
12836468517,17405883725,2.6390573306152594
12836468517,17405893302,2.6390573306152594
12836468517,17405893385,1.945910150055314
12836468517,17405945489,1.2527629694953686
12836468517,17405948428,2.6390573306152594
12836468517,17405949129,1.945910150055314
12836468517,17405950212,2.6390573306152594
12836468517,17406211439,2.6390573306152594
12836468517,17426282764,2.6390573306152594
12836468517,17469133657,2.6390573306152594
12836468517,20506828951,2.6390573306152594
12856853682,17406013023,2.6390573306152594
12857364485,14407389022,2.6390573306152594
12876745494,19200442018,2.6390573306152594
12877127225,13101393737,2.6390573306152594
12897333869,20710180340,2.6390573306152594
12898353599,17406013023,1.945910150055314
12915893553,14466996773,2.6390573306152594
12915893553,15832989077,2.6390573306152594
12916023383,17547217898,2.6390573306152594
12916024833,14466996773,2.6390573306152594
12917606876,13101393737,2.6390573306152594
12917670910,13101393737,1.5404450419471494
12917923285,15876901565,1.5404450419471494
12917923285,20710180340,2.6390573306152594
12917923346,20710180340,2.6390573306152594
12918053037,14407389022,2.6390573306152594
12918241559,14407389022,2.6390573306152594
12918561142,14407389022,2.6390573306152594
12936358979,14466996773,2.6390573306152594
12936358979,17526881753,2.6390573306152594
12936359462,17526881753,1.945910150055314
12936359462,17547217898,1.945910150055314
12936361232,17547217898,2.6390573306152594
12936427262,15996814107,2.6390573306152594
12936427262,17526815067,2.6390573306152594
12936427262,17526881753,1.2527629694953686
12936427262,17547217898,2.6390573306152594
12936427688,17547217898,1.945910150055314
12938516186,14673535780,2.6390573306152594
12938834790,17423938073,2.6390573306152594
12938962796,14407389022,2.6390573306152594
12938962796,17507941119,2.6390573306152594
12958352344,16181676328,2.6390573306152594
12958915406,14673535780,1.945910150055314
12959422268,14673535780,2.6390573306152594
13019986421,19159705892,2.6390573306152594
13020939292,13102661839,1.5404450419471494
13020939292,14550942838,1.945910150055314
13020939292,14591805553,2.6390573306152594
13020939292,14673535780,1.945910150055314
13020940183,14673535780,2.6390573306152594
13021065622,14591805553,1.945910150055314
13021065622,14673535780,1.945910150055314
13041214430,14673535780,1.5404450419471494
13041340511,13061866155,1.945910150055314
13041340511,14591805553,1.945910150055314
13041340511,14673535780,1.2527629694953686
13041340511,16142146022,1.945910150055314
13041340511,16182950504,1.945910150055314
13061866155,14550942838,1.945910150055314
13061866155,14673535780,1.2527629694953686
13061866155,16142146022,1.945910150055314
13079278804,16057945766,2.6390573306152594
13080989891,13101393737,0.8472978613872036
13081247262,16181676328,1.2527629694953686
13081378409,13143463889,1.945910150055314
13081378409,14692668288,2.6390573306152594
13081378409,15855552540,1.945910150055314
13081378409,16017336261,1.945910150055314
13081378409,16202529937,0.33647223762121353
13081378409,16202590335,2.6390573306152594
13082392534,14673535780,2.6390573306152594
13101392917,13101393737,2.6390573306152594
13101393737,13101393863,2.6390573306152594
13101393737,13244256158,1.945910150055314
13101393737,14202891032,2.6390573306152594
13101393737,14243627869,2.6390573306152594
13101393737,14366081673,2.6390573306152594
13101393737,14407199878,2.6390573306152594
13101393737,14631397293,1.5404450419471494
13101393737,14651731041,1.945910150055314
13101393737,14672201151,2.6390573306152594
13101393737,14672339103,2.6390573306152594
13101393737,14672459679,1.945910150055314
13101393737,14692468047,2.6390573306152594
13101393737,14692733390,1.945910150055314
13101393737,14692734816,2.6390573306152594
13101393737,15793840651,2.6390573306152594
13101393737,15875368930,2.6390573306152594
13101393737,15875369206,2.6390573306152594
13101393737,15875562708,2.6390573306152594
13101393737,15875752703,2.6390573306152594
13101393737,15895896099,2.6390573306152594
13101393737,15916296581,2.6390573306152594
13101393737,15916548845,2.6390573306152594
13101393737,15936755949,1.945910150055314
13101393737,16161543986,1.945910150055314
13101393737,16181675809,1.945910150055314
13101393737,16201947447,1.945910150055314
13101393737,16202015237,2.6390573306152594
13101393737,16202077362,2.6390573306152594
13101393737,16202655305,1.945910150055314
13101393737,16222415702,2.6390573306152594
13101393737,16243126391,1.945910150055314
13101393737,16263278263,2.6390573306152594
13101393737,16303947949,2.6390573306152594
