node,lat,lon
4407,52.3561068,4.9528022
4421,45.467049,-73.5413327
4422,6.896683,79.9571671
4425,1.2953133,103.7898559
4426,4.7109886,-74.072092
4427,-12.0466888,-77.0430886
4431,52.3455682,4.8297879
4434,60.377201,5.3388128
4435,48.9280308,2.35199
4438,48.904924,2.2593309
4439,31.5066469,74.3380124
4440,52.7179119,6.2002721
4441,50.0020127,36.3073994
4443,6.1432733,125.1928634
4446,59.3353216,18.0991641
4450,7.0988875,125.6197031
4451,35.687589,139.765773
4452,13.4627508,144.6911802
4454,50.1190854,8.7364149
4455,38.5597722,68.7870384
4457,6.4504668,3.5921584
4461,43.5937158,-79.6381063
4463,12.0453526,8.5755999
4465,52.6762554,-2.4826625
4467,13.7012837,-89.2244333
4473,53.4643932,-2.2476333
4476,25.0161077,121.533006
4477,50.2839339,57.166978
4480,46.9096594,-117.0744209
4488,50.1281919,8.6014355
4495,49.8013121,73.1018281
4496,45.4975845,-73.5710384
4503,53.1085745,8.8474568
4509,12.8854777,74.8388112
4512,9.0850382,7.4710198
4515,38.7474924,-9.0979698
4516,49.3893804,11.1771189
4517,51.3726855,12.4728065
4518,49.4492505,11.0139858
4519,-2.1690753,-79.4632104
4521,50.2839339,57.166978
4522,49.8046835,73.1093826
4523,50.3008951,57.1613864
4524,51.2439333,51.3850125
4526,41.9951049,-87.9622069
4528,51.267046,6.817379
4530,19.141318,73.008839
