,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.03277306934167249,0.0,0.0,0.03277306934167249,0.03277306934167249,0.04554200340426488,0.062063289083417524,0.09128709291752768,0.05477225575051662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.03277306934167249,0.0,0.03277306934167249,0.0,0.0327730693416725,0.09047201327032124,0.054772255750516606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
